club_id,club_name
13726,MFK Karvina
907,TuS Dassendorf
5091,Naestved Boldklub
2863,América Futebol Clube (MG)
87164,Club Atlético Huracán de Chabás
12456,Türkgücü München
32942,RasenBallsport Leipzig U17
6326,Paris Saint-Germain U19
10372,LKS Goczalkowice-Zdroj
40373,FC Viktoria 1889 Berlin
10200,Valencia CF U19
14740,FC Villarreal Youth
726,FK Pirmasens
503,FC Admira Wacker Mödling
14355,FC Nordsjaelland U19
42303,TSV Brannenburg
21099,1.FC Union Berlin U17
25569,Guayaquil City FC
565,SV Viktoria Aschaffenburg
7788,Académico Viseu FC
937,Júbilo Iwata
21082,TSG 1899 Hoffenheim U17
299,Wuppertaler SV
38040,Al Ittihad Kalba Sports Club
215,Bonner SC
2612,SpVgg Greuther Fürth U19
3342,Esperance Tunis
1397,FC Gueugnon
19700,Masvingo United
16676,US Boulogne B
9202,USL Dunkerque
494,Sporting Toulon Var
12744,FC Valenciennes U19
1377,Vannes OC
16668,Grenoble Foot 38 B
619,CS Louhans-Cuiseaux 71
9100,Moghreb Tétouan
3161,Tours FC
25267,US Le Pontet
24296,Canon Yaoundé
9802,FC Le Mans B
11273,Rodez AF
10840,AS Nancy-Lorraine B
8178,Entente Sannois Saint-Gratien
8705,AS Moulins Football
16087,Football Club de Vesoul
14579,ZESCO United FC
16662,FC Lorient B
5381,Al-Khor SC
18272,ES Sétif
9260,Charlton Athletic U21
7875,LOSC Lille U19
11854,Junior FC
13379,Cúcuta Deportivo
25033,AS Marck
7813,Olympique Lyon U19
3772,AFC Tubize
6572,HSC Montpellier B
10852,HSC Montpellier U19
10872,FC Girondins Bordeaux B
895,AS Cannes
10825,FC Sochaux-Montbéliard B
30200,Fréjus-Saint-Raphaël FC
25638,SR Saint-Dié
22859,Gateway FC Abeokuta
291,AD São Caetano (SP)
3166,Pau FC
9371,Toulouse FC B
21218,Dynamo Kyiv II
7670,SO Cassis Carnoux
12761,LB Châteauroux B
13603,Heart of Lions Kpando
8154,FC Stade Rennes B
2067,US Créteil-Lusitanos
10745,Diables Noirs Brazzaville
42839,Panthère Sportive du Ndé
8058,Olympique Marseille U19
9668,AS Monaco B
2703,Alania Vladikavkaz
1433,Excelsior Mouscron (- 2009)
21687,UJA Alfortville
16674,Stade Brest 29 B
16671,Amiens SC B
17115,USON Mondeville
7124,US Quevilly
4675,Cotonsport de Garoua
17707,US Jeanne d'Arc Carquefou
20035,AS Vitré
9669,AS Monaco U19
23212,Rapid de Menton
10868,US Orléans 45
11855,Club Guaraní
33380,TF Croix Daurade
8158,OGC Nice B
25637,SO Chambéry
24020,Athlétic Club Arlésien B
10442,Unirea Urziceni
20375,JS Saint-Pierroise
1165,FC Martigues
10407,Luzenac Ariège Pyrénées
8950,Perpignan Canet FC
12770,SM Caen B
10721,Al Merreikh Omdurman
11006,NK Interblock Ljubljana
3610,Seongnam Ilhwa Chunma
9708,CD Motagua Tegucigalpa
5773,AS Cherbourg
2035,Avaí Futebol Clube (SC)
12424,FC Le Mont LS
810,Hapoel Haifa
14178,Neman Grodno
21688,US Concarneau
82891,FC Paris Saint-Germain Youth
20857,Hapoel Raanana
30156,US Changéenne
16664,FCO Dijon B
1564,FC Rouen 1899
2967,Besançon Racing Club
21842,Aparecida Esporte Clube (GO)
16663,Valenciennes FC B
26349,Apejes FC de Mfou
9902,Le Poiré-sur-Vie VF
1170,FC Dieppe
17768,AS Lyon-Duchère
10876,Gap Foot 05
11294,CSO Amnéville
7671,USC Corte
90,SV Babelsberg 03
12745,AS Saint-Étienne U19
30891,Tarbes Pyrénées Football
7817,AJ Auxerre U19
14520,AFC Compiègne
13364,ASO Chlef
10838,SAS Epinal
5659,US Ivry
3207,Boluspor
12717,Club Athlétique Bizertin
6579,AFC Sudbury
28560,Thonon Évian Grand Genève FC B
13578,FC 105 Libreville
63319,Pleudihen-sur-Rance
1161,Chamois Niortais FC
1402,Olympiakos Nicosia
2972,FC Bourg-Péronnas
37764,Renaissance de Ngoumou
8305,AC Ajaccio B
17780,AS Magenta
37028,FC Cournon-d'Auvergne
9652,SC Bastia B
32780,Football Club Calvi
8474,Horoya AC
15172,Atlético Clube Goianiense
12763,OGC Nizza U19
23206,Entente sportive Uzès Pont du Gard
2259,Lokomotiv Plovdiv
43770,Sport Galaxy Dakar
7722,Vendée Fontenay Foot
30443,Monts d'Or Azergues Foot
28559,CA Bastia
11204,Stade Reims B
6342,White Star Brüssel
5407,Sports Réunis Colmar
48044,Neuchâtel Xamax FCS Youth
5507,FC Stade Nyonnais
10874,Stade Bordelais
12414,Dnipro Dnipropetrovsk II
12748,EA Guingamp B
3135,AS Beauvais Oise
30612,US Saint-Malo
3282,MAS Fes
30444,Vendée Luçon Football
10851,FC Nantes U19
8428,TP Mazembe
6071,Chengdu Tiancheng (1996-2014)
6365,FC Locomotive Tbilisi
4961,Querétaro FC
10858,SC Bastia U19
26197,US Colomiers
43537,Toulon Le Las
29904,Tallinna FC Olympic
45299,Chennaiyin FC
18018,Zamora FC
10849,FC Metz U19
8179,FC Metz B
46959,FC Brentford U21
35388,River Atlético Clube (PI)
40509,FC Système
10850,FC Nantes B
4641,Rabotnicki Skopje
12132,FK Jagodina
30267,ES Pennoise
20844,Real Avilés CF
10824,RC Lens U19
581,Club Sportif Sfaxien
10867,AS Béziers
10873,FC Girondins Bordeaux U19
28334,Bergerac Périgord FC
5312,AS Mangasport Moanda
30929,Paradou AC
7874,FC Stade Rennes U19
12771,SM Caen U19
12774,Stade Reims U19
26571,US Sarre-Union
9372,Toulouse FC U19
5086,SO Romorantin
10846,ESTAC Troyes B
55366,SC Bocognano Gravona
2557,Orlando Pirates
17131,ASM Belfort
13523,Les Herbiers VF
3525,SO Cholet
9767,Santa Barbara Gauchos (Uni. of CAL Santa Barbara)
318,Ruch Chorzow
3945,Sprimont Comblain Sport
17830,AS Denguélé d’Odienné
30650,CR Al Hoceima
26911,AFAD Djékanou
11466,RUFC Calais
18078,El Tanque Sisley
30031,Génération Foot
26326,UE Engordany
22936,IZK Khémisset
51564,Vlamertinge SK
3785,Maccabi Petah Tikva
6248,NK Domzale
28578,Diambars Football Club
11367,US Alençon
3891,ASEC Mimosas
28958,FC Lusitanos
42614,La Suze-sur-Sarthe FC
788,FK Napredak Krusevac
11222,Juventus Bukarest
3776,Rovaniemen Palloseura
18633,FC Villefranche-Beaujolais
12769,SCO Angers U19
6763,Football Club Mantois
7995,FCO Dijon U19
49247,JS Saint-Jean Beaulieu
924,Istanbulspor
30204,Annecy FC
18015,Nîmes Olympique B
9881,Jura Sud Foot
14201,US Marseille Endoume
11199,Racing Strasbourg U19
853,F91 Dudelange
53283,CD El Ejido 2012
6105,FC Ashdod
7918,AS Trencin
56089,Minnesota United FC
21674,Sainte-Geneviève Sports
12767,Amiens SC U19
35012,FC Chambly
32762,AC Amiens
5716,BK Fremad Amager
17195,Hatta Club
2225,AS Vita Club Kinshasa
12276,Olympique Saint-Quentin
4697,Kawkab Marrakech
21375,AS Bamako
55544,Al-Adalah FC
26863,Le Puy Foot 43 Auvergne
44664,Pyramids FC
3999,PAS Lamia 1964
18008,FC Tours B
9131,Al-Hazem SC
75123,Leixões SC Sub-23
35272,Shijiazhuang Ever Bright
72310,Afrique Football Elite
48640,Três Passos Atlético Clube
25929,CF Pachuca U20
85059,Racing Club Abidjan
2375,Altay SK
61431,FC Bastia-Borgo
17596,FC Utrecht U21
4030,CD Calahorra
1777,Stade Briochin
24078,Montana
5747,Deportes La Serena
28848,Al-Faisaly Harmah
6772,USM Alger
46403,Internacional de Lages
8508,FC Sion U21
17832,Tokushima Vortis
39833,Rainbow FC Kumasi
35070,Guédiawaye FC
6,Adanaspor
5499,FC Stade-Lausanne-Ouchy
31624,AS Dakar Sacré-Cœur
39460,Al-Shabab
91870,AEK Athens B
63993,Sabah FK
41231,FC Sochi
50531,Al-Fayha FC
78820,Derby Académie
17130,AS Saint-Priest
24063,Stade Plabennecois
7119,UD Vilafranquense
48726,Rukh Lviv
19657,Vendsyssel FF
21667,JMG Academy Abidjan
9284,Swift Hesperange
46649,Salitas Football School
2431,Clube Futebol Estrela da Amadora
9844,FC Porto U19
4688,Gloria Bistrita
3348,CD Trofense
10140,SC Covilhã
24724,Ajman Club
6156,GD Tourizense
10283,Sporting CP U19
6987,CD Fátima
6880,Tacuary Football Club
22064,Brasa Futebol Clube (SP)
3341,CD Olivais e Moscavide
4864,Clube Oriental Lissabon
10919,AD Carregado
21719,São Carlos Futebol Clube (SP)
15561,CD Nacional U19
8294,Tupi Football Club (MG)
14167,Aigle Noir AC
24994,Merelinense FC
24326,Ermis Aradippou
7478,Esporte Clube Santo André (SP)
10534,Nueva Chicago
10857,Paulista Futebol Clube (SP)
3265,SC Espinho
2421,SC Freamunde
24971,Hanoi FC
15608,Leixões SC U19
8493,Padroense FC
8075,SC Esmoriz
7789,Amarante FC
3267,Leça FC
8602,Brujas FC
7475,AE Pafos
25176,Frenaros FC
14722,Académica Coimbra B
15559,Académica Coimbra U19
18945,Nea Salamina Famagusta
25809,AD Fornos de Algodres
14662,Club 12 de Octubre de Itauguá
11738,J.Malucelli Futebol
15581,Vitória Guimarães SC U19
10043,SC Maria da Fonte
8827,UD Oliveirense
8187,GD Serzedelo
6678,Thrasyvoulos Fylis
15466,Sport Club Internacional B
3719,FK Khimki
2677,CS Herediano
3323,Gondomar SC
25540,Étoile Filante Ouagadougou
8092,AD Pontassolense
10969,Villa Rio Esporte Clube (RJ)
15565,FC Paços de Ferreira U19
8239,Rebordosa AC
4590,Ethnikos Achnas
25243,Grêmio Esportivo Anápolis (GO)
6076,Foolad FC
12631,Rio Preto Esporte Clube (SP)
8105,Rio Ave FC U19
8432,FC Pampilhosa
25114,Blois Football 41
5310,Villemomble Sports
4602,Olympiakos Volou
30244,RC La Flèche
8107,SL Nelas
16814,Porto Alegre Futebol Clube (RS)
34344,Shatin
24997,Arapongas Esporte Clube (PR)
18540,Atromitos Geroskipou
20456,Ayamonte CF
15019,Vitória Setúbal FC U19
6986,CD Pinhalnovense
11720,South China
12421,Itumbiara Esporte Clube (GO)
18595,SC Mineiro Aljustrelense
15368,AD Cerro de Reyes (- 2011)
19561,Sertanense FC
14107,Persija Jakarta
17276,Hangzhou Greentown
7536,GD Lagoa
3352,Louletano DC
25819,CDR Quarteirense
3140,FK Hajduk Kula
22878,Rio Branco Esporte Clube (SP)
22785,Rio Branco Sport Club (PR)
15580,União Leiria U19
11380,FC Gloria Buzău
553,Ionikos Nikeas
3812,NK Drava Ptuj
25815,GDR Monsanto
13505,Al-Ittihad Tripoli
6141,AD Lousada
24518,UD Serra
13865,GD Maputo
10247,Associação Portuguesa de Desportos (SP)
4535,Odivelas FC
3243,KamAZ Naberezhnye Chelny
8433,Esporte Clube São Bento (SP)
3811,Liepajas Metalurgs
13687,União Recreativa dos Trabalhadores (MG)
15069,Esporte Clube Juventude U20
16032,Consadole Sapporo
25835,CF Oliveira Douro
15656,Duque de Caxias Futebol Clube (RJ)
9819,FCSB II
11750,Rubin Kazan II
7084,CA Petróleos Luanda
21265,CA Monzon
11086,Treze Futebol Clube (PB)
1753,Campinense Clube (PB)
15047,Esporte Clube Noroeste (SP)
2374,Shinnik Yaroslavl
9539,GD Interclube Luanda
3896,Granada 74 CF (-2009)
1002,FC Flora Tallinn
3330,Joinville Esporte Clube (SC)
27835,Esporte Clube Cruzeiro (RS)
2432,SC União Torreense
5677,Vila Nova Futebol Clube (GO)
9138,América Football Club (RJ)
7790,Juventude Évora SC
32079,Angra dos Reis Esporte Clube (RJ)
5753,AD Camacha
26586,Najran SC
22066,Olé Brasil Futebol Clube (SP)
7811,SB Castelo Branco
6387,SC Valenciano
25823,Santa Maria FC
15064,Guaratinguetá Futebol Ltda. (SP)
4745,Bangu Atlético Clube (RJ)
34153,Independente Futebol Clube (SP)
31039,Comércio e Indústria
10542,FC Madalena
3270,Ipatinga Futebol Clube (MG)
8554,APOP Kinyras Pegias
1751,América Futebol Clube (RN)
7211,SC Vianense
28262,Juazeiro Empreendimentos (CE)
15577,SC Beira-Mar U19
10784,AA Avanca
8189,Lusitânia FC Lourosa
27902,SC Alba
8142,Oliveira do Bairro SC
14758,Racing Club de Montevideo
47794,FC Maia Lidador
6062,Defensores de Belgrano
10447,Clube Atlético Guaçuano (SP)
6622,FK Mladost Lucani
16424,Toledo Esporte Clube (PR)
16820,Atlético SC Reguengos
2785,Hapoel Ramat Gan
29501,Clube Esportivo Aimoré (RS)
12533,Chonburi FC
6478,LD Alajuelense
8910,Aliados FC Lordelo
4769,Ihud Bnei Sakhnin
27240,Morrinhos Futebol Clube (GO)
50220,Feyenoord U18
7086,CD Portosantense
4275,Caldas SC
10856,Clube Esportivo de Bento Gonçalves (RS)
21839,Colorado Atletico Clube (PR)
13938,Al-Orouba SC (Oman)
30590,AS Khroub
2582,Busan I'Park
10680,Bidvest Wits FC
20405,Clube de Desportos do Maxaquene
24645,Liga Muçulmana de Maputo
15610,Portimonense SC U19
24896,TSW Pegasus
4582,Digenis Akritas Morfou
8438,CF Esperança Lagos
1007,FC U Craiova 1948
8698,Grêmio Barueri Futebol Ltda.
6504,Daegu FC
26740,Recreativo do Libolo
6907,Lobi Stars FC
3993,AO Trikala
24566,Guangdong Sunray Cave
16222,AD Limianos
3963,Ittihad Alexandria
4687,FC Brasov
2459,FC Tirsense
27244,Trindade Atlético Clube (GO)
9532,GC Alcobaça
3544,FK Smederevo
7794,UD Tocha
16198,FK Atyrau
10639,MIKA Ashtarak
34109,Juventude Clube Aljezurense
30082,Independiente FBC
2862,Feyenoord/Excelsior U19
27323,Coimbra Esporte Clube Ltda (MG)
13571,La Vitréenne FC
5739,Shooting Stars Sports Club
32608,União Frederiquense de Futebol (RS)
6985,Club Deportivo Oriente Petrolero
19124,Club Sportivo San Lorenzo
32561,Serrano Sport Club (BA)
14807,SE Palmeiras São Paulo U20
10492,Esporte Clube Juventude
26938,Agremiação Esportiva Canedense (GO)
16869,Ypiranga Futebol Clube (RS)
26069,Al Qadisiyah FC
7046,Estrela Vendas Novas
12423,Kecskeméti TE
9103,Deportes Cobreloa
4176,Volta Redonda Futebol Clube (RJ)
7014,Sociedade Esportiva do Gama (DF)
15567,Gil Vicente FC Y19
30289,GD Oliveira Frades
23402,GD Prado
21849,Esporte Clube Ipitanga (BA)
22654,Santa Helena Esporte Clube (GO)
15924,Esporte Clube Itaúna (MG)
9231,Veranópolis Esporte Clube (RS)
10005,SC Mirandela
34070,GD Velense
32522,Atlético Clube Juventus (AC)
14699,Sport Club Corinthians Paulista B
4906,Macaé Esporte Futebol Clube (RJ)
34522,NJ-LUSO Parma
1414,Amora FC
3266,Sport Club Corinthians Alagoano
31428,Goianésia Esporte Clube (GO)
12602,Clube Recreativo e Atlético Catalano (GO)
5647,Rostocker FC 1895
15802,CD Feirense U19
2434,SC Salgueiros
8687,Ceahlăul Piatra Neamț
13046,CD Real Cartagena
1516,Olaria Atlético Clube (RJ)
3334,Marília Atlético Clube (SP)
11907,Dacia Chisinau
15835,SC Olhanense U19
10560,Grêmio Esportivo Brasil (RS)
10090,Asociación Deportivo Pasto
25116,Fluminense de Feira Futebol Clube (BA)
3280,Associação Desportiva Confiança (SE)
9141,SER Caxias do Sul (RS)
17561,Boa Esporte Clube (MG)
25372,AS Fortuna du Mfou
1235,Germania Schöneiche
5202,Västerås SK
28025,Grêmio Esportivo Osasco (SP)
8424,Vilaverdense FC
37354,Njalla Quan Sport Academy
25811,Moura AC
7535,Esporte Clube São José (RS)
7209,ABC Futebol Clube (RN)
30686,FC Milsami Orhei
15540,Al-Shabab Al-Arabi Club
3609,Rotor Volgograd
26743,CD Costa do Sol
24197,FK Rudar Prijedor
12458,Club Deportivo Morón
39054,Algarve United Futebol
39854,Lusitano Ginásio Clube Moncarapachense
28024,Futebol Clube Santa Cruz (RS)
25671,Atlético Monte Azul (SP)
12935,Tractor Sazi FC
9006,AD Oeiras
25952,CS Norte América
24903,Guarany Bagé Futebol Clube
17485,CA 3 de Febrero
22782,Nacional Futebol Clube (AM)
12815,GD Alcochetense
20831,Associação Atlética Santa Rita (AL)
16108,Nova Iguaçu Futebol Clube (RJ)
20962,Sanat Naft FC
40910,Cotia Futebol Clube (SP)
31958,Sociedade Esportiva Itapirense (SP)
15035,Botafogo Rio de Janeiro U17
42078,Vilankulo FC
7654,SC Lourel
14702,Fluminense Football Club U20
12988,CD Cinfaes
7117,GD Bragança
7210,GD Joane
33634,Clube Futebol Benfica
16439,São Bernardo Futebol Clube (SP)
45941,Wadi Degla FC U23
32037,Associação Esportiva Velo Clube Rioclarense (SP)
36473,Aquidauanense Futebol Clube (MS)
31501,Canoas Sport Club (RS)
21599,Luverdense Esporte Clube (MT)
17568,Anápolis Futebol Clube (GO)
12522,AC Vila Meã
29294,Kabuscorp SC do Palanca
4131,Home United
13365,CR Belouizdad
25558,Esporte Clube Primavera (SP)
12037,Friburguense Atlético Clube (RJ)
14084,Churchill Brothers FC
25817,CD Cova Piedade
4907,Madureira Esporte Clube (RJ)
19060,Legião Futebol Clube (DF)
26713,Dibba Al-Hisn
15605,Estoril Praia U19
1992,SU Sintrense
7153,Zawisza Bydgoszcz
23505,CD Leones Negros de la UdeG
23315,AD Oliveirense
8794,Esporte Clube Novo Hamburgo (RS)
36368,Tudu Mighty Jets
814,FK Teplice
50651,FC Chibuto
2303,Mpumalanga Black Aces FC
6761,Navy FC
28171,Orlando City Soccer Club
15029,Fluminense Football Club U17
16779,Ordabasy Shymkent
22690,Esporte Clube Passo Fundo (RS)
19080,Americano Futebol Clube (RJ)
33313,Galícia Esporte Clube (BA)
45257,Clube Atlético Votuporanguense (SP)
9536,Benfica Luanda
39074,Botafogo Sport Club (BA)
3319,Sampaio Corrêa Futebol Clube (MA)
54467,Al-Musannah SC
11044,FK Indjija
6910,O Elvas CAD
6347,Paysandu Sport Club (PA)
47962,FC Porto U17
3369,El Mokawloon SC
40582,Lusitano FCV
32040,Uniautónoma FC
7816,Club Sportivo Sergipe (SE)
4959,Otelul Galati
12561,Al-Riffa SC
5219,AOK Kerkyra
15882,Associação Ferroviária de Esportes (SP)
50571,Mortágua FC
52513,Clube Sociedade Esportiva (AL)
39151,Ottawa Fury FC
15482,Kuwait SC
2976,Hapoel Beer Sheva
32542,Operário Futebol Clube Ltda. (MT)
1186,Torpedo Moscow
37535,Club Atlético Torque
9219,Tala'ea El Gaish
56883,Charity Stars FC
30284,AD Nogueirense
40426,FC Tosno (-2018)
11932,Associação Desportiva Cabofriense (RJ)
10957,Petrojet
9094,El Masry SC
21829,Oeste Futebol Clube (SP)
52194,FC Comercial de Viçosa
35599,FC Onze Bravos do Maquis
5868,FC Pedras Rubras
45191,CD Sobrado
7180,FC Lixa
34326,CCD Santa Eulália Vizela
1701,FC Felgueiras 1932
29143,Shandong Taishan Reserves
18862,Sport Club São Paulo (RS)
14701,Santos FC B
4807,FC Shirak Gyumri
12963,Boavista FC Y19
8617,FC Cesarense
38445,CF Mounana
11126,Mordovia Saransk (-2020)
24712,Clube Recreativo da Caála
35387,Ratchaburi Mitr Phol FC
25242,Centro Sportivo Paraibano (PB)
1693,Londrina Esporte Clube (PR)
3294,EC XV de Novembro (SP)
15570,Moreirense FC U19
8290,FC Marinhas
28931,BFC Daugavpils
27475,Clube Atlético Penapolense (SP)
70331,Forjães Sport Club
16837,Cianorte Futebol Clube (PR)
25914,Mondinense FC
26730,Al-Mesaimeer Sports Club
31578,Associação Esportiva Tiradentes (CE)
21655,Sport Huancayo
7118,SC Vila Real
4862,Club Jorge Wilstermann
50441,AR São Martinho
17398,PS Kemi Kings
4747,Anadia FC
13504,Al-Ahly Tripoli
1837,Panachaiki GE
49866,Varzim SC B
8065,SG Sacavenense
5707,FC Barreirense
22265,FC Arouca U19
7097,Club Atlético Unión
3690,SKA-Energia Khabarovsk
37285,CD Tondela U19
9603,SC Praiense
22892,Bolívar La Paz U20
6023,AD Sanjoanense
21618,Esporte Clube Tigres do Brasil (RJ)
38189,Khaitan Sporting Club
23548,SC Sagamihara
2855,SD Compostela
27832,Brasília Futebol Clube (DF)
26564,Olimpia Grudziadz
8056,Blooming Santa Cruz
40553,Lynx FC
32343,Hajer Club
30507,Union Sportive de Ben Guerdane
52749,Tapajós Futebol Clube (PA)
38929,Meizhou Hakka
35759,Bucheon FC 1995
29109,Girnyk-Sport Gorishni Plavni
23959,SR Almancilense
46710,Zira FC
31558,MO Béjaïa
28609,Deportivo Capiatá
18545,Centro Sportivo Alagoano (AL)
37276,PGS Kissamikos
3189,Ilves Tampere
26157,Club Mutual Crucero del Norte
23023,UD Sousense
28597,Al-Batin FC
6028,Ironi Kiryat Shmona
11148,NK Dugopolje
11391,Auckland City FC
41746,Juventude de Pedras Salgadas
451,Unisport de Bafang
30208,GD Gafanha
15268,SC São João Ver
4881,SC Dragões Sandinenses
35327,Thanh Hoa FC
6395,Vegalta Sendai
25445,Bangkok United
13573,SU 1º Dezembro
43957,FC Stumbras Kaunas (-2019)
25807,GD Fabril Barreiro
967,Cherno More Varna
21508,Zaria Balti
8616,AC Marinhense
50965,Atlético dos Arcos
23911,Gandzasar Kapan
36224,FK Jerv
61758,Boavista FC B
48758,SC Braga U17
25209,AA Aparecidense (GO)
61209,GD Chaves Satelite
15838,Terengganu FC
22952,Salgueiro Atlético Clube (PE)
54884,CD Aves B
51366,GD Estoril Praia U17
65422,MFK Pervomaysk
13959,Kazma SC
14447,RD Águeda
34996,Manama Club
12009,Moto Club de São Luís (MA)
39152,Recreativo Águias Musgueira
22767,Red Bull Brasil (SP)
7452,Omiya Ardija
25825,Vieira SC
43305,Jacksonville Armada FC
62215,FC Paços de Ferreira B
54535,Ras Al-Khaima
37689,FC Imabari
51851,Santa Cruz Futebol Clube (RN)
7323,CD Cultural de Montalegre
61163,Rio Ave FC B
30945,MC El Eulma
18577,CS Cartaginés
41817,CR Ferreira Aves
2950,FC Samtredia
7242,FC Infesta
44156,OFK Grbalj U19
34591,Clube Olímpico Montijo
3350,CF Canelas 2010
37474,Grêmio Novorizontino (SP)
16670,Paraná Clube B
8144,Clube Atlético Juventus (SP)
4947,Sepahan FC
1711,Nacional Atlético Clube (SP)
18236,Sousa Esporte Clube (PB)
14596,Monagas SC
21459,Gangwon FC
38052,Thai Honda FC
8282,SC Penalva do Castelo
44858,Alki Oroklini
28844,Al-Taawoun FC
52518,Barra Futebol Clube (RS)
40120,Sampaio Corrêa Futebol e Esporte (RJ)
67731,Portimonense SC U23
23611,Olimpik Donetsk
12100,Club Atlético All Boys
27219,Esporte Clube Taubaté (SP)
6759,Singha Chiangrai United
61817,Clube Condeixa
68826,CD Aves U23
52517,AA Portuguesa (RJ)
25444,BG Pathum United
7637,GD Peniche
67837,CS Marítimo U23
68797,Vitória de Setúbal FC U23
23838,Clube Atlético Tubarão (SC)
68713,GDCRS Vila de Silgueiros
14681,Brown de Adrogue
10540,Irtysh Pavlodar
68296,CD Feirense Sub-23
8963,Shakhtar Donetsk II
16953,Akwa United
2930,Enugu Rangers IFC
60858,Fútbol Consultants Desamparados
14390,Brusque Futebol Clube (SC)
4585,Anagennisi Karditsas
15595,CD Santa Clara U19
20541,Santos de Guápiles FC
63759,Águia CD
3392,Apollon Pontou
12301,Club Atlético Aldosivi
8546,Al-Muharraq SC
25446,Samut Prakan City
10997,Clube do Remo (PA)
15276,FK Spartak Subotica
12363,Negeri Sembilan Football Club
67969,Belenenses SAD U23
15173,CF Belenenses Lissabon U19
53453,FC Ararat-Armenia
19662,Okzhetpes Kokshetau
68077,SC Braga U23
15309,Lokomotiv Tashkent
8457,Shonan Bellmare
18105,PFC Lviv
30111,Alebrijes de Oaxaca
25765,Matsumoto Yamaga
3706,Doxa Dramas
49149,FK Panevezys
18702,Olympique Khouribga
54596,CF Os Armacenenses
9095,Bnei Yehuda Tel Aviv
34233,CA Pêro Pinheiro
28999,Cusco FC
14491,Club Sol de América
10262,Birkirkara FC
26351,Khor Fakkan
15847,FC Vizela Youth 19
55335,XV de Piracicaba
67364,Berço SC
76882,Clube Atletico Molelos
29955,SC Ideal
50532,Damac FC
27214,Operário Ferroviário Esporte Clube (PR)
55164,FC Paços de Ferreira U17
24257,SC Coimbrões
31506,Atlético Madrid U19
67819,GD Mirandês
4181,Caçadores das Taipas
41741,AD Ninense
75337,FC Famalicão U23
56770,Valadares Gaia FC
14080,Brito SC
19304,Delfín SC
67375,El Paso Locomotive FC
68780,SL Benfica U23
23297,HB Köge
63130,Rukh Brest
28730,Renofa Yamaguchi
5222,USC Paredes
14724,Club de Regatas Vasco da Gama U20
24463,Atlético Nacional U20
23166,Atlas Guadalajara U20
15037,Clube Atlético Mineiro U20
51638,Boavista FC U17
25184,Club Atlético Barracas Central
28488,Paraná Soccer Technical Center (PR)
40079,Al-Tai
21395,Tarxien Rainbows
23806,Al-Zawraa SC
48325,Riga FC
3734,Tokyo Verdy
56595,ARC Oleiros
3900,FK Borac Banja Luka
1391,Zalaegerszegi TE FC
3264,AD Machico
41539,GD Vitória Sernache
3269,CSD Câmara de Lobos
65477,Floresta Esporte Clube (CE)
16179,Asociación Atlética Argentinos Juniors II
17595,Club Atlético Progreso
6560,Zaglebie Sosnowiec
68028,Al-Jabalain FC
6078,Paykan FC
19104,Técnico Universitario
3568,NA Hussein Dey
68300,CD Tondela Sub-23
5544,1.FC Slovacko
10503,Deportes Tolima
20830,Ho Chi Minh City FC
43089,Chuncheon Citizen
74155,UD Santarém
52910,San Antonio FC
64676,Royal Pari Fútbol Club
70657,Wuhan Three Towns
15481,Al Arabi SC Kuwait
50573,JD Carregosense
7154,Radomiak Radom
41030,Bengaluru FC
93694,Guanabara City Futebol Clube
485,NK Hrvatski Dragovoljac
68403,Estoril Praia U23
10718,FC Andorra
44772,Mineros de Zacatecas
23805,Al-Quwa Al-Jawiya
82696,Mazatlán FC
26985,NK Bravo
7189,FC Oliveira do Hospital
45176,Esporte Clube Água Santa (SP)
21958,PAEEK
61115,JD Somorrostro
68188,Vitória de Guimarães SC U23
2521,FC Alverca
91910,FC Vizela U23
3935,Oita Trinita
7008,AC Oulu
12668,Thanda Royal Zulu FC
6200,FC Twente Enschede U19
8397,Makedonija Gjorce Petrov
4779,SC Heerenveen U19
571,BV Cloppenburg
2926,Ajax Cape Town
24368,sc Heerenveen/Emmen II
8621,Sparta Rotterdam U21
7461,FC Groningen U19
14725,FC Groningen U21
1284,SC Veendam
2737,Saturn Ramenskoe
2840,Gronitas Groningen
500,Helmond Sport
24366,Feyenoord U21
7462,NAC Breda U19
643,HFC Haarlem (- 2009)
1227,RBC Roosendaal
1389,AGOVV Apeldoorn
7465,Vitesse/AGOVV U19
36892,Vitesse/AGOVV U21
7463,NEC Nijmegen U19
11154,NEC NijmegenFC Oss U21
1228,FC Oss
11368,AZ Alkmaar U21
9005,Willem II Tilburg U21
81599,New Amsterdam FC
10703,Sparta Rotterdam U19
28170,FC Edmonton
17668,De Graafschap Doetinchem U21
11075,RKVV Westlandia
10709,ADO Den Haag U19
2951,SVZW Wierden
9663,Excelsior '31 Rijssen
20958,Kizilcahamamspor
10782,Heracles Almelo U21
6193,Roda JC Kerkrade U19
27103,SV Venray
7532,Hapoel Kfar Saba
3410,Excelsior Maassluis
7464,RKC Waalwijk U19
8823,RKC Waalwijk U21
3396,Ethnikos Asteras
2824,Ajax Amsterdam U19
4661,Radnicki Obrenovac
17775,ADO Den Haag U21
18448,NK Slaven Zivinice
6541,SK Slavia Prague B
19934,EHC Hoensbroek
6160,De Treffers
4026,CSV Apeldoorn
6799,Kano Pillars
10113,VVV-Venlo/Helmond Sport U21
14366,VVV-Venlo/Helmond Sport U19
8684,FC Hlucin
10803,SV Spakenburg
21615,KVV Quick '20
3943,HSV Hoek
